지점,지점명,일시,평균풍속(m/s)
102,백령도,2023-03,4.6
102,백령도,2023-04,4.3
102,백령도,2023-05,3.7
102,백령도,2023-06,3.2
102,백령도,2023-07,3.2
102,백령도,2023-08,2.7
102,백령도,2023-09,2.3
102,백령도,2023-10,4.0
102,백령도,2023-11,5.9
102,백령도,2023-12,4.9
104,북강릉,2023-01,1.6
104,북강릉,2023-02,1.5
104,북강릉,2023-03,1.5
104,북강릉,2023-04,1.8
104,북강릉,2023-05,1.3
104,북강릉,2023-06,1.2
104,북강릉,2023-07,1.1
104,북강릉,2023-08,1.0
104,북강릉,2023-09,0.8
104,북강릉,2023-10,1.2
104,북강릉,2023-11,1.8
104,북강릉,2023-12,1.6
105,강릉,2023-01,2.6
105,강릉,2023-02,2.3
105,강릉,2023-03,2.3
105,강릉,2023-04,2.6
105,강릉,2023-05,2.1
105,강릉,2023-06,2.0
105,강릉,2023-07,1.8
105,강릉,2023-08,1.6
105,강릉,2023-09,1.7
105,강릉,2023-10,2.4
105,강릉,2023-11,2.9
105,강릉,2023-12,2.7
106,동해,2023-01,2.2
106,동해,2023-02,2.0
106,동해,2023-03,2.0
106,동해,2023-04,2.4
106,동해,2023-05,1.8
106,동해,2023-06,1.7
106,동해,2023-07,1.3
106,동해,2023-08,1.6
106,동해,2023-09,1.6
106,동해,2023-10,1.9
106,동해,2023-11,2.1
106,동해,2023-12,2.1
108,서울,2023-01,2.4
108,서울,2023-02,2.3
108,서울,2023-03,2.3
108,서울,2023-04,2.5
108,서울,2023-05,2.3
108,서울,2023-06,2.2
108,서울,2023-07,2.1
108,서울,2023-08,2.2
108,서울,2023-09,2.0
108,서울,2023-10,1.9
108,서울,2023-11,2.6
108,서울,2023-12,2.4
112,인천,2023-01,2.9
112,인천,2023-02,2.8
112,인천,2023-03,2.9
112,인천,2023-04,3.1
112,인천,2023-05,2.4
112,인천,2023-06,2.2
112,인천,2023-07,2.4
112,인천,2023-08,2.1
112,인천,2023-09,1.6
112,인천,2023-10,2.3
112,인천,2023-11,3.3
112,인천,2023-12,3.0
114,원주,2023-01,0.9
114,원주,2023-02,0.9
114,원주,2023-03,1.1
114,원주,2023-04,1.3
114,원주,2023-05,1.1
114,원주,2023-06,1.1
114,원주,2023-07,1.0
114,원주,2023-08,1.0
114,원주,2023-09,0.8
114,원주,2023-10,0.7
114,원주,2023-11,1.1
114,원주,2023-12,1.0
115,울릉도,2023-01,3.7
115,울릉도,2023-02,4.0
115,울릉도,2023-03,4.1
115,울릉도,2023-04,4.4
115,울릉도,2023-05,4.7
115,울릉도,2023-06,3.6
115,울릉도,2023-07,4.3
115,울릉도,2023-08,2.6
115,울릉도,2023-09,3.7
115,울릉도,2023-10,3.3
115,울릉도,2023-11,4.6
115,울릉도,2023-12,3.9
119,수원,2023-01,1.8
119,수원,2023-02,1.7
119,수원,2023-03,1.9
119,수원,2023-04,2.2
119,수원,2023-05,1.9
119,수원,2023-06,2.0
119,수원,2023-07,2.0
119,수원,2023-08,1.9
119,수원,2023-09,1.6
119,수원,2023-10,1.5
119,수원,2023-11,2.2
119,수원,2023-12,1.8
121,영월,2023-01,0.9
121,영월,2023-02,1.0
121,영월,2023-03,1.1
121,영월,2023-04,1.4
121,영월,2023-05,1.1
121,영월,2023-06,1.0
121,영월,2023-07,0.7
121,영월,2023-08,1.0
121,영월,2023-09,0.8
121,영월,2023-10,0.7
121,영월,2023-11,1.2
121,영월,2023-12,1.0
127,충주,2023-01,1.0
127,충주,2023-02,1.0
127,충주,2023-03,1.3
127,충주,2023-04,1.6
127,충주,2023-05,1.4
127,충주,2023-06,1.3
127,충주,2023-07,1.1
127,충주,2023-08,1.2
127,충주,2023-09,1.1
127,충주,2023-10,0.8
127,충주,2023-11,1.5
127,충주,2023-12,1.4
129,서산,2023-01,2.0
129,서산,2023-02,1.8
129,서산,2023-03,2.3
129,서산,2023-04,2.4
129,서산,2023-05,2.1
129,서산,2023-06,2.1
129,서산,2023-07,2.2
129,서산,2023-08,1.8
129,서산,2023-09,1.6
129,서산,2023-10,1.6
129,서산,2023-11,2.5
129,서산,2023-12,2.1
130,울진,2023-01,2.9
130,울진,2023-02,2.8
130,울진,2023-03,2.6
130,울진,2023-04,2.7
130,울진,2023-05,2.3
130,울진,2023-06,2.1
130,울진,2023-07,2.1
130,울진,2023-08,2.1
130,울진,2023-09,2.0
130,울진,2023-10,2.1
130,울진,2023-11,2.5
130,울진,2023-12,3.1
131,청주,2023-01,1.1
131,청주,2023-02,1.2
131,청주,2023-03,1.1
131,청주,2023-04,1.5
131,청주,2023-05,1.5
131,청주,2023-06,1.5
131,청주,2023-07,1.2
131,청주,2023-08,1.5
131,청주,2023-09,1.4
131,청주,2023-10,1.1
131,청주,2023-11,1.3
131,청주,2023-12,1.2
133,대전,2023-01,1.7
133,대전,2023-02,1.5
133,대전,2023-03,1.6
133,대전,2023-04,2.0
133,대전,2023-05,1.3
133,대전,2023-06,1.6
133,대전,2023-07,1.2
133,대전,2023-08,1.3
133,대전,2023-09,1.3
133,대전,2023-10,1.3
133,대전,2023-11,1.8
133,대전,2023-12,1.6
135,추풍령,2023-01,3.1
135,추풍령,2023-02,2.7
135,추풍령,2023-03,2.4
135,추풍령,2023-04,2.8
135,추풍령,2023-05,2.0
135,추풍령,2023-06,2.1
135,추풍령,2023-07,1.5
135,추풍령,2023-08,1.9
135,추풍령,2023-09,1.7
135,추풍령,2023-10,1.9
135,추풍령,2023-11,3.2
135,추풍령,2023-12,2.8
136,안동,2023-01,1.7
136,안동,2023-02,1.5
136,안동,2023-03,1.6
136,안동,2023-04,1.9
136,안동,2023-05,1.4
136,안동,2023-06,1.5
136,안동,2023-07,1.1
136,안동,2023-08,1.4
136,안동,2023-09,1.1
136,안동,2023-10,1.0
136,안동,2023-11,1.8
136,안동,2023-12,1.6
137,상주,2023-01,1.9
137,상주,2023-02,1.6
137,상주,2023-03,1.5
137,상주,2023-04,1.4
137,상주,2023-05,1.0
137,상주,2023-06,1.1
137,상주,2023-07,0.7
137,상주,2023-08,0.8
137,상주,2023-09,0.7
137,상주,2023-10,1.0
137,상주,2023-11,1.7
137,상주,2023-12,1.6
138,포항,2023-01,2.8
138,포항,2023-02,2.7
138,포항,2023-03,2.8
138,포항,2023-04,3.1
138,포항,2023-05,2.9
138,포항,2023-06,2.6
138,포항,2023-07,2.4
138,포항,2023-08,2.8
138,포항,2023-09,2.6
138,포항,2023-10,2.5
138,포항,2023-11,2.9
138,포항,2023-12,2.9
140,군산,2023-01,2.4
140,군산,2023-02,1.9
140,군산,2023-03,2.3
140,군산,2023-04,2.5
140,군산,2023-05,2.2
140,군산,2023-06,2.5
140,군산,2023-07,2.2
140,군산,2023-08,1.9
140,군산,2023-09,1.7
140,군산,2023-10,1.9
140,군산,2023-11,2.8
140,군산,2023-12,2.1
143,대구,2023-01,2.4
143,대구,2023-02,2.2
143,대구,2023-03,2.1
143,대구,2023-04,2.6
143,대구,2023-05,2.1
143,대구,2023-06,2.2
143,대구,2023-07,1.6
143,대구,2023-08,2.1
143,대구,2023-09,1.9
143,대구,2023-10,1.7
143,대구,2023-11,2.6
143,대구,2023-12,2.3
146,전주,2023-01,1.8
146,전주,2023-02,1.5
146,전주,2023-03,1.7
146,전주,2023-04,1.8
146,전주,2023-05,1.6
146,전주,2023-06,1.6
146,전주,2023-07,1.4
146,전주,2023-08,1.4
146,전주,2023-09,1.2
146,전주,2023-10,1.4
146,전주,2023-11,1.9
146,전주,2023-12,1.6
152,울산,2023-01,2.5
152,울산,2023-02,2.4
152,울산,2023-03,2.3
152,울산,2023-04,2.6
152,울산,2023-05,2.1
152,울산,2023-06,1.8
152,울산,2023-07,1.8
152,울산,2023-08,2.1
152,울산,2023-09,1.9
152,울산,2023-10,1.9
152,울산,2023-11,2.3
152,울산,2023-12,2.5
155,창원,2023-01,1.5
155,창원,2023-02,1.5
155,창원,2023-03,1.4
155,창원,2023-04,1.6
155,창원,2023-05,1.4
155,창원,2023-06,1.4
155,창원,2023-07,1.3
155,창원,2023-08,1.5
155,창원,2023-09,1.1
155,창원,2023-10,1.2
155,창원,2023-11,1.5
155,창원,2023-12,1.3
156,광주,2023-01,1.2
156,광주,2023-02,1.1
156,광주,2023-03,1.2
156,광주,2023-04,1.4
156,광주,2023-05,1.2
156,광주,2023-06,1.1
156,광주,2023-07,1.3
156,광주,2023-08,1.0
156,광주,2023-09,1.0
156,광주,2023-10,0.9
156,광주,2023-11,1.3
156,광주,2023-12,1.2
159,부산,2023-01,3.2
159,부산,2023-02,3.0
159,부산,2023-03,3.3
159,부산,2023-04,3.8
159,부산,2023-05,3.0
159,부산,2023-06,3.2
159,부산,2023-07,3.5
159,부산,2023-08,3.1
159,부산,2023-09,2.7
159,부산,2023-10,2.8
159,부산,2023-11,3.5
159,부산,2023-12,3.2
162,통영,2023-01,2.6
162,통영,2023-02,2.6
162,통영,2023-03,2.4
162,통영,2023-04,2.8
162,통영,2023-05,2.6
162,통영,2023-06,2.4
162,통영,2023-07,2.4
162,통영,2023-08,2.5
162,통영,2023-09,2.2
162,통영,2023-10,2.1
162,통영,2023-11,2.7
162,통영,2023-12,2.7
165,목포,2023-01,4.2
165,목포,2023-02,4.0
165,목포,2023-03,3.8
165,목포,2023-04,3.5
165,목포,2023-05,3.2
165,목포,2023-06,3.2
165,목포,2023-07,3.3
165,목포,2023-08,3.0
165,목포,2023-09,2.8
165,목포,2023-10,3.3
165,목포,2023-11,4.6
165,목포,2023-12,3.6
168,여수,2023-01,4.6
168,여수,2023-02,4.2
168,여수,2023-03,3.1
168,여수,2023-04,4.3
168,여수,2023-05,3.3
168,여수,2023-06,3.3
168,여수,2023-07,2.8
168,여수,2023-08,3.4
168,여수,2023-09,3.4
168,여수,2023-10,3.3
168,여수,2023-11,4.1
168,여수,2023-12,3.9
169,흑산도,2023-01,6.7
169,흑산도,2023-02,6.3
169,흑산도,2023-03,5.9
169,흑산도,2023-04,5.0
169,흑산도,2023-05,5.2
169,흑산도,2023-06,4.1
169,흑산도,2023-07,5.3
169,흑산도,2023-08,3.4
169,흑산도,2023-09,3.3
169,흑산도,2023-10,4.6
169,흑산도,2023-11,6.2
169,흑산도,2023-12,6.0
170,완도,2023-01,2.2
170,완도,2023-02,
170,완도,2023-03,1.8
170,완도,2023-04,2.8
170,완도,2023-05,2.5
170,완도,2023-06,2.4
170,완도,2023-07,2.3
170,완도,2023-08,1.7
170,완도,2023-09,1.6
170,완도,2023-10,1.6
170,완도,2023-11,2.3
170,완도,2023-12,2.1
172,고창,2023-01,2.9
172,고창,2023-02,2.4
172,고창,2023-03,2.8
172,고창,2023-04,3.1
172,고창,2023-05,2.9
172,고창,2023-06,2.6
172,고창,2023-07,
172,고창,2023-08,2.4
172,고창,2023-09,1.9
172,고창,2023-10,2.0
172,고창,2023-11,3.5
172,고창,2023-12,2.8
174,순천,2023-01,2.7
174,순천,2023-02,2.1
174,순천,2023-03,1.9
174,순천,2023-04,2.0
174,순천,2023-05,1.6
174,순천,2023-06,1.6
174,순천,2023-07,1.2
174,순천,2023-08,1.4
174,순천,2023-09,1.1
174,순천,2023-10,1.4
174,순천,2023-11,2.3
174,순천,2023-12,2.0
177,홍성,2023-01,1.3
177,홍성,2023-02,1.4
177,홍성,2023-03,1.8
177,홍성,2023-04,2.0
177,홍성,2023-05,1.8
177,홍성,2023-06,1.7
177,홍성,2023-07,1.6
177,홍성,2023-08,1.4
177,홍성,2023-09,1.2
177,홍성,2023-10,1.3
177,홍성,2023-11,1.8
177,홍성,2023-12,1.4
181,서청주,2023-05,1.8
181,서청주,2023-06,1.9
181,서청주,2023-07,1.6
181,서청주,2023-08,1.6
181,서청주,2023-09,1.3
181,서청주,2023-10,1.3
181,서청주,2023-11,1.8
181,서청주,2023-12,1.4
184,제주,2023-01,4.0
184,제주,2023-02,3.1
184,제주,2023-03,2.7
184,제주,2023-04,3.6
184,제주,2023-05,2.7
184,제주,2023-06,3.1
184,제주,2023-07,3.0
184,제주,2023-08,3.1
184,제주,2023-09,2.8
184,제주,2023-10,3.0
184,제주,2023-11,3.9
184,제주,2023-12,4.0
185,고산,2023-01,8.2
185,고산,2023-02,7.0
185,고산,2023-03,5.9
185,고산,2023-04,6.9
185,고산,2023-05,5.4
185,고산,2023-06,4.7
185,고산,2023-07,5.6
185,고산,2023-08,5.1
185,고산,2023-09,4.4
185,고산,2023-10,5.5
185,고산,2023-11,9.0
185,고산,2023-12,8.9
188,성산,2023-01,3.1
188,성산,2023-02,3.1
188,성산,2023-03,3.1
188,성산,2023-04,4.0
188,성산,2023-05,3.1
188,성산,2023-06,2.7
188,성산,2023-07,3.1
188,성산,2023-08,3.0
188,성산,2023-09,2.6
188,성산,2023-10,2.4
188,성산,2023-11,2.9
188,성산,2023-12,2.9
189,서귀포,2023-01,1.5
189,서귀포,2023-02,1.6
189,서귀포,2023-03,1.7
189,서귀포,2023-04,2.2
189,서귀포,2023-05,1.8
189,서귀포,2023-06,1.4
189,서귀포,2023-07,1.4
189,서귀포,2023-08,1.9
189,서귀포,2023-09,1.7
189,서귀포,2023-10,1.7
189,서귀포,2023-11,1.6
189,서귀포,2023-12,1.6
192,진주,2023-01,0.9
192,진주,2023-02,0.9
192,진주,2023-03,0.9
192,진주,2023-04,1.1
192,진주,2023-05,0.9
192,진주,2023-06,1.0
192,진주,2023-07,0.8
192,진주,2023-08,0.9
192,진주,2023-09,0.7
192,진주,2023-10,0.7
192,진주,2023-11,1.1
192,진주,2023-12,0.8
201,강화,2023-01,1.5
201,강화,2023-02,1.8
201,강화,2023-03,2.1
201,강화,2023-04,2.4
201,강화,2023-05,2.0
201,강화,2023-06,1.9
201,강화,2023-07,1.8
201,강화,2023-08,1.7
201,강화,2023-09,1.5
201,강화,2023-10,1.4
201,강화,2023-11,2.1
201,강화,2023-12,1.9
202,양평,2023-01,1.1
202,양평,2023-02,1.1
202,양평,2023-03,1.3
202,양평,2023-04,1.4
202,양평,2023-05,1.3
202,양평,2023-06,1.3
202,양평,2023-07,1.2
202,양평,2023-08,1.2
202,양평,2023-09,1.0
202,양평,2023-10,0.8
202,양평,2023-11,1.4
202,양평,2023-12,1.1
203,이천,2023-01,0.9
203,이천,2023-02,1.1
203,이천,2023-03,1.3
203,이천,2023-04,1.4
203,이천,2023-05,1.1
203,이천,2023-06,1.1
203,이천,2023-07,1.0
203,이천,2023-08,0.9
203,이천,2023-09,0.7
203,이천,2023-10,0.6
203,이천,2023-11,1.2
203,이천,2023-12,0.9
211,인제,2023-01,1.1
211,인제,2023-02,1.2
211,인제,2023-03,1.4
211,인제,2023-04,1.7
211,인제,2023-05,1.5
211,인제,2023-06,1.3
211,인제,2023-07,1.3
211,인제,2023-08,1.1
211,인제,2023-09,1.1
211,인제,2023-10,1.0
211,인제,2023-11,1.6
211,인제,2023-12,1.6
212,홍천,2023-01,0.7
212,홍천,2023-02,0.7
212,홍천,2023-03,1.0
212,홍천,2023-04,1.1
212,홍천,2023-05,1.1
212,홍천,2023-06,1.1
212,홍천,2023-07,0.9
212,홍천,2023-08,1.0
212,홍천,2023-09,0.8
212,홍천,2023-10,0.7
212,홍천,2023-11,1.0
212,홍천,2023-12,0.8
216,태백,2023-01,1.2
216,태백,2023-02,1.2
216,태백,2023-03,1.3
216,태백,2023-04,1.6
216,태백,2023-05,1.4
216,태백,2023-06,1.3
216,태백,2023-07,1.4
216,태백,2023-08,1.3
216,태백,2023-09,1.1
216,태백,2023-10,1.0
216,태백,2023-11,1.6
216,태백,2023-12,1.4
217,정선군,2023-01,1.5
217,정선군,2023-02,1.4
217,정선군,2023-03,1.7
217,정선군,2023-04,2.0
217,정선군,2023-05,1.4
217,정선군,2023-06,1.3
217,정선군,2023-07,1.1
217,정선군,2023-08,1.2
217,정선군,2023-09,1.0
217,정선군,2023-10,1.1
217,정선군,2023-11,1.6
217,정선군,2023-12,1.4
221,제천,2023-01,1.2
221,제천,2023-02,1.3
221,제천,2023-03,1.4
221,제천,2023-04,1.6
221,제천,2023-05,1.3
221,제천,2023-06,1.2
221,제천,2023-07,0.9
221,제천,2023-08,1.1
221,제천,2023-09,1.0
221,제천,2023-10,0.9
221,제천,2023-11,1.5
221,제천,2023-12,1.4
226,보은,2023-01,1.2
226,보은,2023-02,1.1
226,보은,2023-03,1.3
226,보은,2023-04,1.6
226,보은,2023-05,1.2
226,보은,2023-06,1.3
226,보은,2023-07,1.1
226,보은,2023-08,1.2
226,보은,2023-09,0.9
226,보은,2023-10,0.8
226,보은,2023-11,1.4
226,보은,2023-12,1.2
232,천안,2023-01,1.1
232,천안,2023-02,1.2
232,천안,2023-03,1.4
232,천안,2023-04,1.6
232,천안,2023-05,1.3
232,천안,2023-06,1.3
232,천안,2023-07,1.1
232,천안,2023-08,1.2
232,천안,2023-09,1.1
232,천안,2023-10,0.9
232,천안,2023-11,1.4
232,천안,2023-12,1.3
235,보령,2023-01,1.4
235,보령,2023-02,1.2
235,보령,2023-03,1.7
235,보령,2023-04,1.8
235,보령,2023-05,1.4
235,보령,2023-06,1.5
235,보령,2023-07,2.1
235,보령,2023-08,1.2
235,보령,2023-09,1.2
235,보령,2023-10,1.1
235,보령,2023-11,2.1
235,보령,2023-12,1.8
236,부여,2023-01,1.1
236,부여,2023-02,1.1
236,부여,2023-03,1.2
236,부여,2023-04,1.5
236,부여,2023-05,1.2
236,부여,2023-06,1.3
236,부여,2023-07,1.2
236,부여,2023-08,1.0
236,부여,2023-09,0.9
236,부여,2023-10,0.8
236,부여,2023-11,1.3
236,부여,2023-12,1.1
238,금산,2023-01,1.1
238,금산,2023-02,1.0
238,금산,2023-03,1.2
238,금산,2023-04,1.3
238,금산,2023-05,1.1
238,금산,2023-06,1.2
238,금산,2023-07,1.0
238,금산,2023-08,1.0
238,금산,2023-09,0.8
238,금산,2023-10,0.8
238,금산,2023-11,1.3
238,금산,2023-12,1.0
239,세종,2023-01,1.3
239,세종,2023-02,1.4
239,세종,2023-03,1.6
239,세종,2023-04,1.8
239,세종,2023-05,1.4
239,세종,2023-06,1.5
239,세종,2023-07,1.3
239,세종,2023-08,1.5
239,세종,2023-09,1.2
239,세종,2023-10,1.2
239,세종,2023-11,1.6
239,세종,2023-12,1.4
243,부안,2023-01,1.2
243,부안,2023-02,1.2
243,부안,2023-03,1.7
243,부안,2023-04,1.9
243,부안,2023-05,1.7
243,부안,2023-06,1.8
243,부안,2023-07,1.9
243,부안,2023-08,1.4
243,부안,2023-09,1.1
243,부안,2023-10,1.1
243,부안,2023-11,1.7
243,부안,2023-12,1.5
244,임실,2023-01,1.0
244,임실,2023-02,0.9
244,임실,2023-03,1.2
244,임실,2023-04,1.4
244,임실,2023-05,1.2
244,임실,2023-06,1.2
244,임실,2023-07,1.3
244,임실,2023-08,1.1
244,임실,2023-09,0.8
244,임실,2023-10,0.8
244,임실,2023-11,1.2
244,임실,2023-12,1.0
245,정읍,2023-01,1.6
245,정읍,2023-02,1.2
245,정읍,2023-03,1.6
245,정읍,2023-04,1.7
245,정읍,2023-05,1.4
245,정읍,2023-06,1.5
245,정읍,2023-07,1.7
245,정읍,2023-08,1.4
245,정읍,2023-09,1.1
245,정읍,2023-10,1.2
245,정읍,2023-11,1.9
245,정읍,2023-12,1.5
247,남원,2023-01,1.3
247,남원,2023-02,1.5
247,남원,2023-03,1.7
247,남원,2023-04,2.2
247,남원,2023-05,2.0
247,남원,2023-06,1.5
247,남원,2023-07,1.6
247,남원,2023-08,1.6
247,남원,2023-09,1.5
247,남원,2023-10,1.4
247,남원,2023-11,1.4
247,남원,2023-12,1.4
248,장수,2023-01,1.4
248,장수,2023-02,1.2
248,장수,2023-03,1.5
248,장수,2023-04,1.6
248,장수,2023-05,1.4
248,장수,2023-06,1.4
248,장수,2023-07,1.4
248,장수,2023-08,1.2
248,장수,2023-09,1.0
248,장수,2023-10,1.1
248,장수,2023-11,1.7
248,장수,2023-12,1.4
251,고창군,2023-01,1.5
251,고창군,2023-02,1.3
251,고창군,2023-03,1.7
251,고창군,2023-04,1.8
251,고창군,2023-05,1.6
251,고창군,2023-06,1.5
251,고창군,2023-07,1.6
251,고창군,2023-08,1.4
251,고창군,2023-09,1.2
251,고창군,2023-10,1.1
251,고창군,2023-11,2.0
251,고창군,2023-12,1.5
252,영광군,2023-01,1.7
252,영광군,2023-02,1.5
252,영광군,2023-03,1.9
252,영광군,2023-04,1.8
252,영광군,2023-05,1.8
252,영광군,2023-06,1.8
252,영광군,2023-07,2.1
252,영광군,2023-08,1.4
252,영광군,2023-09,1.1
252,영광군,2023-10,1.2
252,영광군,2023-11,2.1
252,영광군,2023-12,1.6
253,김해시,2023-01,2.0
253,김해시,2023-02,1.7
253,김해시,2023-03,1.8
253,김해시,2023-04,2.0
253,김해시,2023-05,1.6
253,김해시,2023-06,1.6
253,김해시,2023-07,1.6
253,김해시,2023-08,1.4
253,김해시,2023-09,0.8
253,김해시,2023-10,1.2
253,김해시,2023-11,1.9
253,김해시,2023-12,1.7
254,순창군,2023-01,1.8
254,순창군,2023-02,1.6
254,순창군,2023-03,1.9
254,순창군,2023-04,2.0
254,순창군,2023-05,1.6
254,순창군,2023-06,1.6
254,순창군,2023-07,1.3
254,순창군,2023-08,1.4
254,순창군,2023-09,1.1
254,순창군,2023-10,1.2
254,순창군,2023-11,1.8
254,순창군,2023-12,1.4
255,북창원,2023-01,2.0
255,북창원,2023-02,1.7
255,북창원,2023-03,1.5
255,북창원,2023-04,1.8
255,북창원,2023-05,1.3
255,북창원,2023-06,1.2
255,북창원,2023-07,1.1
255,북창원,2023-08,1.3
255,북창원,2023-09,1.3
255,북창원,2023-10,1.4
255,북창원,2023-11,1.7
255,북창원,2023-12,1.7
257,양산시,2023-01,1.8
257,양산시,2023-02,1.7
257,양산시,2023-03,1.9
257,양산시,2023-04,2.5
257,양산시,2023-05,2.2
257,양산시,2023-06,2.0
257,양산시,2023-07,2.0
257,양산시,2023-08,2.0
257,양산시,2023-09,1.9
257,양산시,2023-10,1.5
257,양산시,2023-11,2.0
257,양산시,2023-12,2.1
258,보성군,2023-01,3.3
258,보성군,2023-02,3.0
258,보성군,2023-03,2.7
258,보성군,2023-04,2.8
258,보성군,2023-05,2.6
258,보성군,2023-06,2.6
258,보성군,2023-07,1.8
258,보성군,2023-08,2.2
258,보성군,2023-09,2.0
258,보성군,2023-10,2.5
258,보성군,2023-11,3.1
258,보성군,2023-12,2.6
259,강진군,2023-01,1.9
259,강진군,2023-02,1.8
259,강진군,2023-03,1.7
259,강진군,2023-04,2.0
259,강진군,2023-05,1.6
259,강진군,2023-06,1.7
259,강진군,2023-07,1.4
259,강진군,2023-08,1.4
259,강진군,2023-09,1.2
259,강진군,2023-10,1.4
259,강진군,2023-11,1.9
259,강진군,2023-12,1.6
260,장흥,2023-01,1.9
260,장흥,2023-02,1.6
260,장흥,2023-03,1.6
260,장흥,2023-04,1.9
260,장흥,2023-05,1.8
260,장흥,2023-06,1.5
260,장흥,2023-07,1.5
260,장흥,2023-08,1.3
260,장흥,2023-09,0.9
260,장흥,2023-10,1.2
260,장흥,2023-11,1.8
260,장흥,2023-12,1.4
261,해남,2023-01,1.7
261,해남,2023-02,1.9
261,해남,2023-03,1.8
261,해남,2023-04,2.5
261,해남,2023-05,2.3
261,해남,2023-06,2.3
261,해남,2023-07,2.4
261,해남,2023-08,1.5
261,해남,2023-09,1.3
261,해남,2023-10,1.5
261,해남,2023-11,2.1
261,해남,2023-12,1.9
262,고흥,2023-01,1.9
262,고흥,2023-02,1.4
262,고흥,2023-03,1.4
262,고흥,2023-04,1.7
262,고흥,2023-05,1.4
262,고흥,2023-06,1.4
262,고흥,2023-07,1.2
262,고흥,2023-08,1.2
262,고흥,2023-09,0.9
262,고흥,2023-10,1.2
262,고흥,2023-11,1.7
262,고흥,2023-12,1.4
263,의령군,2023-01,1.7
263,의령군,2023-02,1.6
263,의령군,2023-03,1.8
263,의령군,2023-04,2.0
263,의령군,2023-05,1.7
263,의령군,2023-06,1.6
263,의령군,2023-07,1.5
263,의령군,2023-08,1.4
263,의령군,2023-09,1.1
263,의령군,2023-10,1.2
263,의령군,2023-11,1.8
263,의령군,2023-12,1.7
264,함양군,2023-01,2.3
264,함양군,2023-02,1.7
264,함양군,2023-03,1.6
264,함양군,2023-04,1.9
264,함양군,2023-05,1.3
264,함양군,2023-06,1.5
264,함양군,2023-07,0.8
264,함양군,2023-08,1.0
264,함양군,2023-09,0.7
264,함양군,2023-10,1.2
264,함양군,2023-11,2.2
264,함양군,2023-12,1.7
266,광양시,2023-01,2.3
266,광양시,2023-02,2.1
266,광양시,2023-03,1.8
266,광양시,2023-04,2.2
266,광양시,2023-05,1.7
266,광양시,2023-06,1.6
266,광양시,2023-07,1.2
266,광양시,2023-08,1.6
266,광양시,2023-09,1.4
266,광양시,2023-10,1.4
266,광양시,2023-11,2.0
266,광양시,2023-12,1.9
268,진도군,2023-01,2.9
268,진도군,2023-02,2.8
268,진도군,2023-03,2.5
268,진도군,2023-04,2.4
268,진도군,2023-05,2.3
268,진도군,2023-06,2.2
268,진도군,2023-07,2.4
268,진도군,2023-08,1.8
268,진도군,2023-09,1.6
268,진도군,2023-10,2.0
