지점,지점명,일시,평균풍속(m/s)
235,보령,2021-11-01,1.3
235,보령,2021-12-01,1.7
258,보성군,2021-01-01,3.2
258,보성군,2021-02-01,3.9
258,보성군,2021-03-01,3.2
258,보성군,2021-04-01,3.6
258,보성군,2021-05-01,3.3
258,보성군,2021-06-01,2.7
258,보성군,2021-07-01,2.3
258,보성군,2021-08-01,2.2
258,보성군,2021-09-01,2.5
258,보성군,2021-10-01,2.6
258,보성군,2021-11-01,3.1
258,보성군,2021-12-01,3.9
226,보은,2021-01-01,1.1
226,보은,2021-02-01,1.4
226,보은,2021-03-01,1.3
226,보은,2021-04-01,1.6
226,보은,2021-05-01,1.3
226,보은,2021-06-01,1.1
226,보은,2021-07-01,1.1
226,보은,2021-08-01,1.0
226,보은,2021-09-01,1.1
226,보은,2021-10-01,0.8
226,보은,2021-11-01,1.0
226,보은,2021-12-01,1.1
271,봉화,2021-01-01,1.5
271,봉화,2021-02-01,1.6
271,봉화,2021-03-01,1.4
271,봉화,2021-04-01,1.6
271,봉화,2021-05-01,1.3
271,봉화,2021-06-01,1.1
271,봉화,2021-07-01,1.1
271,봉화,2021-08-01,1.0
271,봉화,2021-09-01,1.2
271,봉화,2021-10-01,1.0
271,봉화,2021-11-01,1.3
271,봉화,2021-12-01,1.6
159,부산,2021-01-01,3.2
159,부산,2021-02-01,3.7
159,부산,2021-03-01,3.3
159,부산,2021-04-01,3.4
159,부산,2021-05-01,3.5
159,부산,2021-06-01,2.6
159,부산,2021-07-01,3.2
159,부산,2021-08-01,3.0
159,부산,2021-09-01,3.0
159,부산,2021-10-01,2.6
159,부산,2021-11-01,3.0
159,부산,2021-12-01,3.0
243,부안,2021-01-01,1.4
243,부안,2021-02-01,1.9
243,부안,2021-03-01,1.6
243,부안,2021-04-01,1.9
243,부안,2021-05-01,2.0
243,부안,2021-06-01,1.6
243,부안,2021-07-01,1.4
243,부안,2021-08-01,1.2
243,부안,2021-09-01,1.5
243,부안,2021-10-01,1.1
243,부안,2021-11-01,1.3
243,부안,2021-12-01,1.3
236,부여,2021-01-01,1.1
236,부여,2021-02-01,1.3
236,부여,2021-03-01,1.1
236,부여,2021-04-01,1.4
236,부여,2021-05-01,1.3
236,부여,2021-06-01,1.1
236,부여,2021-07-01,1.1
236,부여,2021-08-01,1.2
236,부여,2021-09-01,1.3
236,부여,2021-10-01,0.8
236,부여,2021-11-01,0.9
236,부여,2021-12-01,1.1
104,북강릉,2021-01-01,1.8
104,북강릉,2021-02-01,1.9
104,북강릉,2021-03-01,1.6
104,북강릉,2021-04-01,1.7
104,북강릉,2021-05-01,1.7
104,북강릉,2021-06-01,1.1
104,북강릉,2021-07-01,0.9
104,북강릉,2021-08-01,1.1
104,북강릉,2021-09-01,1.0
104,북강릉,2021-10-01,1.2
104,북강릉,2021-11-01,1.6
104,북강릉,2021-12-01,1.8
255,북창원,2021-01-01,1.8
255,북창원,2021-02-01,1.8
255,북창원,2021-03-01,1.7
255,북창원,2021-04-01,1.6
255,북창원,2021-05-01,1.3
255,북창원,2021-06-01,1.1
255,북창원,2021-07-01,1.4
255,북창원,2021-08-01,1.3
255,북창원,2021-09-01,1.4
255,북창원,2021-10-01,1.1
255,북창원,2021-11-01,1.0
255,북창원,2021-12-01,1.8
93,북춘천,2021-01-01,1.0
93,북춘천,2021-02-01,1.5
93,북춘천,2021-03-01,1.3
93,북춘천,2021-04-01,1.5
93,북춘천,2021-05-01,1.4
93,북춘천,2021-06-01,1.2
93,북춘천,2021-07-01,1.0
93,북춘천,2021-08-01,1.1
93,북춘천,2021-09-01,1.1
93,북춘천,2021-10-01,0.9
93,북춘천,2021-11-01,1.2
93,북춘천,2021-12-01,1.1
289,산청,2021-01-01,2.2
289,산청,2021-02-01,2.5
289,산청,2021-03-01,1.8
289,산청,2021-04-01,2.0
289,산청,2021-05-01,2.0
289,산청,2021-06-01,1.3
289,산청,2021-07-01,1.0
289,산청,2021-08-01,1.1
289,산청,2021-09-01,0.9
289,산청,2021-10-01,1.1
289,산청,2021-11-01,1.8
289,산청,2021-12-01,2.7
137,상주,2021-01-01,1.9
137,상주,2021-02-01,2.3
137,상주,2021-03-01,1.6
137,상주,2021-04-01,1.6
137,상주,2021-05-01,1.3
137,상주,2021-06-01,0.9
137,상주,2021-07-01,0.8
137,상주,2021-08-01,0.8
137,상주,2021-09-01,0.8
137,상주,2021-10-01,0.8
137,상주,2021-11-01,1.5
137,상주,2021-12-01,2.1
189,서귀포,2021-01-01,1.8
189,서귀포,2021-02-01,2.2
189,서귀포,2021-03-01,1.8
189,서귀포,2021-04-01,2.1
189,서귀포,2021-05-01,1.7
189,서귀포,2021-06-01,1.6
189,서귀포,2021-07-01,2.0
189,서귀포,2021-08-01,1.8
189,서귀포,2021-09-01,2.3
189,서귀포,2021-10-01,1.6
189,서귀포,2021-11-01,1.8
189,서귀포,2021-12-01,1.5
129,서산,2021-01-01,1.9
129,서산,2021-02-01,2.6
129,서산,2021-03-01,2.0
129,서산,2021-04-01,2.3
129,서산,2021-05-01,2.3
129,서산,2021-06-01,1.9
129,서산,2021-07-01,1.8
129,서산,2021-08-01,1.7
129,서산,2021-09-01,2.0
129,서산,2021-10-01,1.5
129,서산,2021-11-01,1.7
129,서산,2021-12-01,2.0
108,서울,2021-01-01,2.5
108,서울,2021-02-01,2.6
108,서울,2021-03-01,2.4
108,서울,2021-04-01,2.6
108,서울,2021-05-01,2.4
108,서울,2021-06-01,2.2
108,서울,2021-07-01,2.0
108,서울,2021-08-01,2.1
108,서울,2021-09-01,2.3
108,서울,2021-10-01,2.1
108,서울,2021-11-01,2.1
108,서울,2021-12-01,2.3
188,성산,2021-01-01,2.8
188,성산,2021-02-01,3.2
188,성산,2021-03-01,2.9
188,성산,2021-04-01,3.1
188,성산,2021-05-01,2.8
188,성산,2021-06-01,2.2
188,성산,2021-07-01,2.9
188,성산,2021-08-01,2.6
188,성산,2021-09-01,3.1
188,성산,2021-10-01,2.5
188,성산,2021-11-01,2.8
188,성산,2021-12-01,2.9
239,세종,2021-01-01,1.3
239,세종,2021-02-01,1.7
239,세종,2021-03-01,1.4
239,세종,2021-04-01,1.7
239,세종,2021-05-01,1.4
239,세종,2021-06-01,1.3
239,세종,2021-07-01,1.3
239,세종,2021-08-01,1.2
239,세종,2021-09-01,1.6
239,세종,2021-10-01,1.1
239,세종,2021-11-01,1.1
239,세종,2021-12-01,1.3
90,속초,2021-01-01,2.3
90,속초,2021-02-01,2.3
90,속초,2021-03-01,2.0
90,속초,2021-04-01,2.3
90,속초,2021-05-01,2.1
90,속초,2021-06-01,1.7
90,속초,2021-07-01,1.5
90,속초,2021-08-01,1.6
90,속초,2021-09-01,1.7
90,속초,2021-10-01,1.8
90,속초,2021-11-01,2.2
90,속초,2021-12-01,2.2
119,수원,2021-01-01,1.9
119,수원,2021-02-01,2.2
119,수원,2021-03-01,1.9
119,수원,2021-04-01,2.2
119,수원,2021-05-01,2.0
119,수원,2021-06-01,1.8
119,수원,2021-07-01,1.8
119,수원,2021-08-01,1.8
119,수원,2021-09-01,2.1
119,수원,2021-10-01,1.7
119,수원,2021-11-01,1.6
119,수원,2021-12-01,1.9
254,순창군,2021-01-01,1.5
254,순창군,2021-02-01,1.9
254,순창군,2021-03-01,1.7
254,순창군,2021-04-01,1.9
254,순창군,2021-05-01,1.9
254,순창군,2021-06-01,1.4
254,순창군,2021-07-01,1.2
254,순창군,2021-08-01,1.2
254,순창군,2021-09-01,1.3
254,순창군,2021-10-01,1.3
254,순창군,2021-11-01,1.2
254,순창군,2021-12-01,1.6
174,순천,2021-01-01,2.2
174,순천,2021-02-01,2.6
174,순천,2021-03-01,2.1
174,순천,2021-04-01,2.3
174,순천,2021-05-01,2.1
174,순천,2021-06-01,1.6
174,순천,2021-07-01,1.3
174,순천,2021-08-01,1.3
174,순천,2021-09-01,1.3
174,순천,2021-10-01,1.5
174,순천,2021-11-01,1.8
174,순천,2021-12-01,2.6
136,안동,2021-01-01,1.9
136,안동,2021-02-01,2.2
136,안동,2021-03-01,1.8
136,안동,2021-04-01,2.0
136,안동,2021-05-01,1.6
136,안동,2021-06-01,1.4
136,안동,2021-07-01,1.5
136,안동,2021-08-01,1.1
136,안동,2021-09-01,1.3
136,안동,2021-10-01,1.0
136,안동,2021-11-01,1.6
136,안동,2021-12-01,2.0
257,양산시,2021-01-01,2.4
257,양산시,2021-02-01,2.7
257,양산시,2021-03-01,2.5
257,양산시,2021-04-01,2.6
257,양산시,2021-05-01,2.3
257,양산시,2021-06-01,2.0
257,양산시,2021-07-01,2.2
257,양산시,2021-08-01,1.9
257,양산시,2021-09-01,2.4
257,양산시,2021-10-01,1.8
257,양산시,2021-11-01,1.6
257,양산시,2021-12-01,2.0
202,양평,2021-01-01,1.4
202,양평,2021-02-01,1.6
202,양평,2021-03-01,1.4
202,양평,2021-04-01,1.5
202,양평,2021-05-01,1.4
202,양평,2021-06-01,1.2
202,양평,2021-07-01,1.2
202,양평,2021-08-01,1.2
202,양평,2021-09-01,1.1
202,양평,2021-10-01,0.9
202,양평,2021-11-01,1.1
202,양평,2021-12-01,1.3
168,여수,2021-01-01,4.3
168,여수,2021-02-01,4.8
168,여수,2021-03-01,3.9
168,여수,2021-04-01,4.1
168,여수,2021-05-01,3.9
168,여수,2021-06-01,2.7
168,여수,2021-07-01,3.6
168,여수,2021-08-01,3.6
168,여수,2021-09-01,4.6
168,여수,2021-10-01,3.3
168,여수,2021-11-01,3.6
168,여수,2021-12-01,4.4
252,영광군,2021-01-01,1.6
252,영광군,2021-02-01,2.2
252,영광군,2021-03-01,1.8
252,영광군,2021-04-01,1.9
252,영광군,2021-05-01,1.9
252,영광군,2021-06-01,1.5
252,영광군,2021-07-01,1.5
252,영광군,2021-08-01,1.3
252,영광군,2021-09-01,1.3
252,영광군,2021-10-01,1.3
252,영광군,2021-11-01,1.6
252,영광군,2021-12-01,1.8
277,영덕,2021-01-01,3.2
277,영덕,2021-02-01,3.2
277,영덕,2021-03-01,2.8
277,영덕,2021-04-01,3.2
277,영덕,2021-05-01,2.3
277,영덕,2021-06-01,1.9
277,영덕,2021-07-01,1.7
277,영덕,2021-08-01,2.0
277,영덕,2021-09-01,2.2
277,영덕,2021-10-01,2.1
277,영덕,2021-11-01,2.5
277,영덕,2021-12-01,3.3
121,영월,2021-01-01,1.1
121,영월,2021-02-01,1.4
121,영월,2021-03-01,1.3
121,영월,2021-04-01,1.5
121,영월,2021-05-01,1.1
121,영월,2021-06-01,1.0
121,영월,2021-07-01,0.9
121,영월,2021-08-01,0.9
121,영월,2021-09-01,1.0
121,영월,2021-10-01,0.7
121,영월,2021-11-01,1.0
121,영월,2021-12-01,1.1
272,영주,2021-01-01,3.3
272,영주,2021-02-01,3.7
272,영주,2021-03-01,2.4
272,영주,2021-04-01,2.6
272,영주,2021-05-01,2.3
272,영주,2021-06-01,1.4
272,영주,2021-07-01,1.3
272,영주,2021-08-01,1.1
272,영주,2021-09-01,1.3
272,영주,2021-10-01,1.5
272,영주,2021-11-01,2.7
272,영주,2021-12-01,3.7
281,영천,2021-01-01,2.1
281,영천,2021-02-01,2.4
281,영천,2021-03-01,1.7
281,영천,2021-04-01,2.1
281,영천,2021-05-01,1.7
281,영천,2021-06-01,1.6
281,영천,2021-07-01,1.4
281,영천,2021-08-01,1.2
281,영천,2021-09-01,1.3
281,영천,2021-10-01,0.9
281,영천,2021-11-01,1.5
281,영천,2021-12-01,2.1
170,완도,2021-01-01,2.2
170,완도,2021-02-01,2.9
170,완도,2021-03-01,2.5
170,완도,2021-04-01,3.2
170,완도,2021-05-01,2.6
170,완도,2021-06-01,2.5
170,완도,2021-07-01,2.9
170,완도,2021-08-01,2.1
170,완도,2021-09-01,2.7
170,완도,2021-10-01,1.7
170,완도,2021-11-01,2.3
170,완도,2021-12-01,2.2
115,울릉도,2021-01-01,3.4
115,울릉도,2021-02-01,4.2
115,울릉도,2021-03-01,4.1
115,울릉도,2021-04-01,4.2
115,울릉도,2021-05-01,3.8
115,울릉도,2021-06-01,3.1
115,울릉도,2021-07-01,2.2
115,울릉도,2021-08-01,3.2
115,울릉도,2021-09-01,3.8
115,울릉도,2021-10-01,3.8
115,울릉도,2021-11-01,3.6
115,울릉도,2021-12-01,3.5
152,울산,2021-01-01,2.5
152,울산,2021-02-01,2.5
152,울산,2021-03-01,2.4
152,울산,2021-04-01,2.3
152,울산,2021-05-01,1.9
152,울산,2021-06-01,1.6
152,울산,2021-07-01,1.7
152,울산,2021-08-01,1.7
152,울산,2021-09-01,2.1
152,울산,2021-10-01,1.8
152,울산,2021-11-01,1.8
152,울산,2021-12-01,2.3
130,울진,2021-01-01,3.0
130,울진,2021-02-01,3.0
130,울진,2021-03-01,2.8
130,울진,2021-04-01,2.7
130,울진,2021-05-01,2.4
130,울진,2021-06-01,2.0
130,울진,2021-07-01,1.7
130,울진,2021-08-01,2.1
130,울진,2021-09-01,2.2
130,울진,2021-10-01,2.5
130,울진,2021-11-01,2.6
130,울진,2021-12-01,3.0
114,원주,2021-01-01,0.9
114,원주,2021-02-01,1.2
114,원주,2021-03-01,1.2
114,원주,2021-04-01,1.4
114,원주,2021-05-01,1.1
114,원주,2021-06-01,1.1
114,원주,2021-07-01,1.0
114,원주,2021-08-01,1.0
114,원주,2021-09-01,0.9
114,원주,2021-10-01,0.7
114,원주,2021-11-01,0.9
114,원주,2021-12-01,1.0
263,의령군,2021-01-01,2.0
263,의령군,2021-02-01,2.3
263,의령군,2021-03-01,1.9
263,의령군,2021-04-01,2.0
263,의령군,2021-05-01,2.0
263,의령군,2021-06-01,1.5
263,의령군,2021-07-01,1.5
263,의령군,2021-08-01,1.4
263,의령군,2021-09-01,1.4
263,의령군,2021-10-01,1.3
263,의령군,2021-11-01,1.6
263,의령군,2021-12-01,1.9
278,의성,2021-01-01,1.1
278,의성,2021-02-01,1.4
278,의성,2021-03-01,1.1
278,의성,2021-04-01,1.3
278,의성,2021-05-01,1.1
278,의성,2021-06-01,0.9
278,의성,2021-07-01,0.9
278,의성,2021-08-01,0.8
278,의성,2021-09-01,0.8
278,의성,2021-10-01,0.7
278,의성,2021-11-01,1.0
278,의성,2021-12-01,1.3
203,이천,2021-01-01,1.1
203,이천,2021-02-01,1.4
203,이천,2021-03-01,1.3
203,이천,2021-04-01,1.5
203,이천,2021-05-01,1.3
203,이천,2021-06-01,1.0
203,이천,2021-07-01,0.9
203,이천,2021-08-01,0.9
203,이천,2021-09-01,0.9
203,이천,2021-10-01,0.8
203,이천,2021-11-01,1.0
203,이천,2021-12-01,1.1
211,인제,2021-01-01,1.6
211,인제,2021-02-01,2.0
211,인제,2021-03-01,1.7
211,인제,2021-04-01,1.8
211,인제,2021-05-01,1.5
211,인제,2021-06-01,1.5
211,인제,2021-07-01,1.3
211,인제,2021-08-01,1.2
211,인제,2021-09-01,1.3
211,인제,2021-10-01,1.1
211,인제,2021-11-01,1.5
211,인제,2021-12-01,1.6
112,인천,2021-01-01,3.4
112,인천,2021-02-01,3.6
112,인천,2021-03-01,2.8
112,인천,2021-04-01,3.2
112,인천,2021-05-01,3.0
112,인천,2021-06-01,2.4
112,인천,2021-07-01,2.2
112,인천,2021-08-01,2.5
112,인천,2021-09-01,2.8
112,인천,2021-10-01,2.6
112,인천,2021-11-01,2.9
112,인천,2021-12-01,3.3
244,임실,2021-01-01,1.0
244,임실,2021-02-01,1.2
244,임실,2021-03-01,1.2
244,임실,2021-04-01,1.4
244,임실,2021-05-01,1.4
244,임실,2021-06-01,1.1
244,임실,2021-07-01,1.1
244,임실,2021-08-01,1.0
244,임실,2021-09-01,1.1
244,임실,2021-10-01,0.8
244,임실,2021-11-01,0.9
244,임실,2021-12-01,1.0
248,장수,2021-01-01,1.6
248,장수,2021-02-01,2.0
248,장수,2021-03-01,1.5
248,장수,2021-04-01,1.8
248,장수,2021-05-01,1.6
248,장수,2021-06-01,1.1
248,장수,2021-07-01,1.0
248,장수,2021-08-01,1.0
248,장수,2021-09-01,1.2
248,장수,2021-10-01,1.0
248,장수,2021-11-01,1.3
248,장수,2021-12-01,1.7
260,장흥,2021-01-01,1.7
260,장흥,2021-02-01,2.0
260,장흥,2021-03-01,1.8
260,장흥,2021-04-01,2.1
260,장흥,2021-05-01,1.8
260,장흥,2021-06-01,1.6
260,장흥,2021-07-01,1.6
260,장흥,2021-08-01,1.1
260,장흥,2021-09-01,1.5
260,장흥,2021-10-01,1.3
260,장흥,2021-11-01,1.4
260,장흥,2021-12-01,1.8
146,전주,2021-01-01,1.6
146,전주,2021-02-01,1.8
146,전주,2021-03-01,1.7
146,전주,2021-04-01,1.9
146,전주,2021-05-01,1.9
146,전주,2021-06-01,1.4
146,전주,2021-07-01,1.3
146,전주,2021-08-01,1.4
146,전주,2021-09-01,1.4
146,전주,2021-10-01,1.4
146,전주,2021-11-01,1.6
